Company Name
divis-laboratories-ltd_divislab
dlf-ltd_dlf
dr-lal-pathlabs-ltd_lalpathlab
dr-reddys-laboratories-ltd_drreddy
eclerx-services-ltd_eclerx
eicher-motors-ltd_eichermot
emami-ltd_emamiltd
engineers-india-ltd_enginersin
enginersin_enginersin
equitas-holdings-ltd_equitas
escorts-ltd_escorts
eveready-industries-_eveready
exide-industries-ltd_exideind
fag-bearings-india-ltd_fagbearing
finolex-industries-ltd_finpipe
firstsource-solutions-ltd_fsl
fortis-healthcare-ltd_fortis
future-enterprises-ltd_pantaloonr
future-lifestyle-fashions-ltd_flfl
future-retail-ltd_fretail
gabriel-india-ltd_gabriel
gail-_gail
gateway-distriparks-ltd_gdl
glaxosmithkline-consumer-healthcare-ltd_gskcons
glaxosmithkline-pharmaceuticals-ltd_glaxo
glenmark-pharmaceuticals-ltd_glenmark
gmr-infrastructure-ltd_gmrinfra
godfrey-phillips-india-ltd_godfryphlp
godrej-consumer-products-ltd_godrejcp
godrej-industries-ltd_godrejind
goodyear-india-ltd_goodyear
granules-india-ltd_granules
grasim-industries-ltd_grasim
greenply-industries-ltd_greenply
grindwell-norton-ltd_grindwell
gtpl-hathway-ltd_gtpl
gujarat-gas-company-ltd-_gujratgas
gujarat-gas-ltd_gujgasltd
gujarat-pipavav-port-ltd_gppl
gujarat-state-fertilizers-&-chemicals-ltd_gsfc
gujarat-state-petronet-ltd_gspl
hathway-cable-&-datacom-ltd_hathway
havells-india-ltd_havells
hcl-infosystems-ltd_hcl-insys
hcl-technologies-ltd_hcltech
hdfc-bank-ltd_hdfcbank
hero-motocorp-ltd_heromotoco
hexaware-technologies-ltd_hexaware
hindalco-industries-ltd_hindalco
hindalco_hindalco
hindustan-construction-company-ltd_hcc
hindustan-petroleum-corporation-ltd_hindpetro
hindustan-unilever-ltd_hindunilvr
hindustan-zinc-ltd_hindzinc
housing-&-urban-development-corporation-ltd_hudco
housing-development-&-infrastructure-ltd_hdil
housing-development-finance-corporation-ltd_hdfc
ht-media-ltd_htmedia
ibulhsgfin_ibulhsgfin
icici-bank-ltd_icicibank
icici-prudential-life-insurance-company-ltd_icicipruli
idbi-bank-ltd_idbi
idea-cellular-ltd_idea
idfc-bank-ltd_idfcbank
idfc-ltd_idfc
ifci-ltd_ifci
igarashi-motors-india-ltd_igarashi
indiabulls-housing-finance-ltd_ibulhsgfin
indiabulls-real-estate-ltd_ibrealest
indian-bank_indianb
indian-oil-corporation-ltd_ioc
indo-count-industries-ltd_icil
indo-thai-securities-ltd_indothai
indoco-remedies-ltd_indoco
indraprastha-gas-ltd_igl
indusind-bank-ltd_indusindbk
infibeam-incorporation-ltd_infibeam
info-edge-_naukri
infosys-ltd_infy
infy_infy
ing-vysya-bank-ltd_ingvysyabk
inox-leisure-ltd_inoxleisur
inox-wind-ltd_iwlipo
intellect-design-arena-ltd_intellect
interglobe-aviation-ltd_indigo
ipca-laboratories-ltd_ipcalab
irb-infrastructure-developers-ltd_irb
itc-ltd_itc
itc_itc
ivrcl-ltd_ivrclinfra
j-kumar-infraproject-ltd_jkil
jagran-prakashan-ltd_jagran
jain-irrigation-systems-ltd_jisljaleqs
jaiprakash-associates-ltd_jpassociat
jaiprakash-power-ventures-ltd_jppower
jbf-industries-ltd_jbfind
jbm-auto-ltd_jbma
jenson-&-nicholson-_jensonicol
jet-airways-_jetairways
jindal-saw-ltd_jindalsaw
jindal-steel-&-power-ltd_jindalstel
jk-cement-ltd_jkcement
jk-lakshmi-cement-ltd_jklakshmi
jk-tyre-&-industries-ltd_jktyre
jmt-auto-ltd_jmtautoltd
jpassociat_jpassociat
jsw-energy-ltd_jswenergy
jsw-steel-ltd_jswsteel
jubilant-foodworks-ltd_jublfood
jubilant-life-sciences-ltd_jubilant
just-dial-ltd_justdial
jyothy-laboratories-ltd_jyothylab
kajaria-ceramics-ltd_kajariacer
kalpa-commercial-ltd_stk-539014
kalpataru-power-transmission-ltd_kalpatpowr
kansai-nerolac-paints-ltd_kansainer
kaveri-seed-company-ltd_kscl
kec-international-ltd_kec
kei-industries-ltd_kei
knr-construction-ltd_knrcon
kolte-patil-developers-ltd_koltepatil
kotak-mahindra-bank-ltd_kotakbank
kpit-technologies-ltd_kpit
krbl-ltd_krbl
kwality-credit-&-leasing-ltd_kwalitycredi
l&t-finance-holdings-ltd_l&tfh
la-opala-rg-ltd_laopala
lakshmi-machine-works-ltd_laxmimach
larsen-&-toubro-ltd_lt
laurus-labs-ltd_lauruslabs
lic-housing-finance-ltd_lichsgfin
lupin-ltd_lupin
mahanagar-gas-ltd_mgl
mahindra-&-mahindra-financial-services-ltd_m&mfin
mahindra-&-mahindra-ltd_m&m
mahindra-cie-automotive-ltd_mahindforg
manappuram-finance-ltd_manappuram
mangalam-cement-ltd_manglmcem
mangalore-refinery-&-petrochemicals-ltd_mrpl
manpasand-beverages-ltd_manpasand
marico-kaya-enterprises-ltd-_make
marico-ltd_marico
maruti-suzuki-india-ltd_maruti
max-financial-services-ltd_max
mayur-uniquoters-ltd_mayuruniq
minda-corporation-ltd_mindacorp
mindtree-ltd_mindtree
moil-ltd_moil
monica-electronics-ltd_monicaelec
motherson-sumi-systems-ltd_mothersumi
mphasis-ltd_mphasis
mpil-corporation-ltd_mathplatt
mrf-ltd_mrf
multi-commodity-exchange-of-india-ltd_mcx
muthoot-finance-ltd_muthootfin
narayana-hrudayalaya-ltd_nh
national-aluminium-company-ltd_nationalum
navin-fluorine-international-ltd_navinfluor
navneet-education-ltd_navnetpubl
nbcc-_nbcc
ncc-ltd_ncc
nestle-india-ltd_nestleind
nhpc-ltd_nhpc
niit-technologies-ltd_niittech
nitin-fire-protection-industries-ltd_nitinfire
nmdc-ltd_nmdc
nrb-bearings-ltd_nrbbearing
ntpc-ltd_ntpc
oberoi-realty-ltd_oberoirlty
ofss_ofss
oil-&-natural-gas-corporation-ltd_ongc
oil-india-ltd_oil
omkar-speciality-chemicals-ltd_omkarchem
oracle-financial-services-software-ltd_ofss
orient-bell-ltd_orientbell
oriental-bank-of-commerce_orientbank
page-industries-ltd_pageind
parag-milk-foods-ltd_paragmilk
pc-jeweller-ltd_pcj
petronet-lng-ltd_petronet
phoenix-mills-ltd_phoenixltd
pidilite-industries-ltd_pidilitind
piramal-enterprises-ltd_pel
pnb-housing-finance-ltd_pnbhousing
pnc-infratech-ltd_pncinfra
polaris-consulting-&-services-ltd_polaris
power-finance-corporation-ltd_pfc
power-grid-corporation-of-india-ltd_powergrid
power-mech-projects-ltd_powermech
ppap-automotive-ltd_ppap
prabhat-dairy-ltd_prabhat
praj-industries-ltd_prajind
prestige-estate-projects-ltd_prestige
pricol-ltd-_pricol
procter-&-gamble-hygiene-&-health-care-ltd_pghh
psp-projects-ltd_pspproject
ptc-india-ltd_ptc
punjab-national-bank_pnb
pvr-ltd_pvr
quess-corp-ltd_quess
rajesh-exports-ltd_rajeshexpo
rallis-india-ltd_rallis
ranbaxy-laboratories-ltd-_ranbaxy
ratnamani-agro-lndustries-ltd_ratnamaniagr
raymond-ltd_raymond
rbl-bank-ltd_rblbank
reliance-capital-ltd_relcapital
reliance-communications-ltd_rcom
reliance-industries-ltd_reliance
reliance-infrastructure-ltd_relinfra
reliance-power-ltd_rpower
reliance_reliance
repco-home-finance-ltd_repco
rural-electrification-corporation-ltd_recltd
s-chand-and-co-ltd_schand
sadbhav-engineering-ltd_sadbhav
sbi-dual-advantage-fund-series-xi-direct-plan-dividend-payout_null
sbi-dual-advantage-fund-series-xi-direct-plan-growth_null
sbi-dual-advantage-fund-series-xi-regular-plan-dividend-payout_null
sbi-funds-management-pvt-ltd-_null
sbi-mutual-fund-_null
sesa-sterlite-ltd-_stk-951166
sesagoa_sesagoa
sh-kelkar-&-co-ltd_shk
shaily-engineering-plastics-ltd_shailyengg
shree-cement-ltd_shreecem
shree-renuka-sugars-ltd_renuka
shriram-city-union-finance-ltd_shriramcit
shriram-transport-finance-company-ltd_srtransfin
siemens-ltd_siemens
sintex-industries-ltd_sintex
skf-india-ltd_skfindia
skipper-ltd_skipper
sobha-ltd_sobha
solar-industries-_solarinds
southbank_southbank
spicejet-ltd_modiluft
srei-infrastructure-finance-ltd-_sreinfra
srei-infrastructure-finance-ltd_sreinfra
srf-ltd_srf
srikalahasthi-pipes-ltd_lancoin
state-bank-of-india_sbin
steel-authority-of-india-ltd_sail
strides-shasun-ltd_star
sudarshan-chemical-industries-ltd_sudarschem
sun-pharmaceutical-industries-ltd_sunpharma
sun-tv-network-ltd_suntv
sundram-fasteners-ltd_sundrmfast
suprajit-engineering-ltd_suprajit
suven-life-sciences-ltd_suven
suzlon-energy-ltd_suzlon
syndicate-bank_syndibank
tata-chemicals-ltd_tatachem
tata-communications-ltd_tatacomm
tata-consultancy-services-ltd_tcs
tata-elxsi-ltd_tataelxsi
tata-global-beverages-ltd_tataglobal
tata-motors-dvr-ordinary_tatamtrdvr
tata-motors-ltd_tatamotors
tata-power-company-ltd_tatapower
tata-steel-ltd_tatasteel
td-power-systems-ltd_tdpowersys
tech-mahindra-ltd_techm
the-federal-bank-ltd_federalbnk
the-india-cements-ltd_indiacem
the-jammu-&-kashmir-bank-ltd_j&kbank
the-karnataka-bank-ltd_ktkbank
the-ramco-cements-ltd_madrascem
the-south-indian-bank-ltd_southbank
timken-india-ltd_timken
titagarh-wagons-ltd_twl
titan-company-ltd_titan
torrent-pharmaceuticals-ltd_torntpharm
torrent-power-ltd_torntpower
transport-corporation-of-india-ltd_tci
triveni-turbine-ltd_triturbine
ttk-prestige-ltd_ttkprestig
tv18-broadcast-ltd_tv18brdcst
tvs-motor-company-ltd_tvsmotor
ujjivan-financial-services-ltd_ujjivan
ultratech-cement-ltd_ultracemco
union-bank-of-india_unionbank
united-breweries-ltd_ubl
united-spirits-ltd_mcdowell-n
upl-ltd_uniphos
v-guard-industries-ltd_vguard
va-tech-wabag-ltd_wabag
vakrangee-ltd_vakransoft
vardhman-textiles-ltd_vtl
varun-beverages-ltd_vbl
vedanta-ltd_sesagoa
venkys-_venkeys
voltas-ltd_voltas
vrl-logistics-ltd_vrl
vst-tillers-tractors-ltd_vsttillers
wabco-india-ltd_wabcoindia
welspun-india-ltd_welspunind
west-coast-paper-mills-ltd_wstcstpapr
westlife-development-ltd_westlifedev
wipro-ltd_wipro
wockhardt-ltd_wockpharma
yes-bank-ltd_yesbank
zee-entertainment-enterprises-ltd_zeel
zydus-wellness-ltd_zyduswell
